query,expected_drugs
Obat untuk nyeri otot dan menurunkan demam,raven sirup 10 ml 2 sachet
Obat untuk meredakan gejala dan tanda oa (osteoarthritis),"remabrex 100 mg 10 kapsul,remabrex 200 mg 10 kapsul"
Obat untuk ra (rheumatoid arthritis),"remabrex 100 mg 10 kapsul,remabrex 200 mg 10 kapsul"
Obat untuk dan as (ankylosing spondylititis),"remabrex 100 mg 10 kapsul,remabrex 200 mg 10 kapsul"
Obat untuk dan sebagai pengobatan jangka pendek nyeri akut pasca-bedah,"remabrex 100 mg 10 kapsul,remabrex 200 mg 10 kapsul"
Obat untuk atau cedera musculoskeletal.,"remabrex 100 mg 10 kapsul,remabrex 200 mg 10 kapsul"
Obat untuk nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.,"nipe fever sirup 60 ml,rodemol 500 mg 10 kaplet,tempra forte sirup rasa anggur 30 ml,tempra forte sirup rasa jeruk 60 ml,tempra forte sirup rasa strawberry 30 ml,tempra forte sirup rasa strawberry 60 ml,tempra sirup rasa anggur 100 ml,tempra sirup rasa anggur 60 ml"
Obat untuk untuk menurunkan demam pada segala usia,samconal 500 mg 10 tablet
Obat untuk rasa lelah/lesu akibat selesma dan penyakit virus lainnya,saridon 4 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. meredakan gejala osteo arthritis,"sikstop 60 mg 10 tablet,sikstop 90 mg 10 tablet"
Obat untuk serta nyeri dan tanda inflamasi yg berhubungan dengan artritis gout akut,"sikstop 60 mg 10 tablet,sikstop 90 mg 10 tablet"
Obat untuk nyeri muskuloskeletal kronik,"sikstop 60 mg 10 tablet,sikstop 90 mg 10 tablet"
Obat untuk nyeri akut yang berhubungan dengan bedah gigi.,"sikstop 60 mg 10 tablet,sikstop 90 mg 10 tablet"
Obat untuk meredakan nyeri ringan sampai sedang sehubungan dengan sakit kepala,trifastan 500 mg 10 tablet
Obat untuk nyeri otot dan nyeri sesudah operasi.,trifastan 500 mg 10 tablet
Obat untuk menghilangkan gejala-gejala kelainan sirkulasi perifer dan serebral dan gangguan vestibular seperti pusing,unalium 5 mg 20 tablet
Obat untuk kurang konsentrasi,unalium 5 mg 20 tablet
Obat untuk gangguan ingatan,unalium 5 mg 20 tablet
Obat untuk sifat lekas marah,unalium 5 mg 20 tablet
Obat untuk gangguan ritme tidur,unalium 5 mg 20 tablet
Obat untuk telinga berdengung,unalium 5 mg 20 tablet
Obat untuk migren.,unalium 5 mg 20 tablet
Obat untuk gangguan sirkulasi darah perifer dan serebral,vertizine tablet 25 mg
Obat untuk pencegahan mabuk perjalanan.,vertizine tablet 25 mg
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan jangka pendek pada kondisi akut sebagai berikut : - nyeri,x-flam 50 mg 10 tablet
Obat untuk inflamasi (peradangan) dan pembengkakan pasca trauma,x-flam 50 mg 10 tablet
Obat untuk seperti keseleo. - nyeri,x-flam 50 mg 10 tablet
Obat untuk inflamasi (peradangan) dan pembengkakan pasca bedah,x-flam 50 mg 10 tablet
Obat untuk seperti pasca pembedahan gigi atau tulang. - sebagai adjuvan pada nyeri inflamasi (peradangan) berat dari infeksi telinga,x-flam 50 mg 10 tablet
Obat untuk seperti faringotonsilitis,x-flam 50 mg 10 tablet
Obat untuk otitis.,x-flam 50 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan akut dan kronis gejala-gejala reumatoid artritis,zelona 50 mg 10 tablet
Obat untuk osteoartritis dan ankilosing spondilitis.,zelona 50 mg 10 tablet
Obat untuk obat ini digunakan untuk meredakan demam,"tempra drops rasa anggur 15 ml,tempra drops rasa jeruk 15 ml,tempra drops rasa strawberry 15 ml"
Obat untuk rasa sakit dan nyeri ringan seperti sakit kepala,"tempra drops rasa anggur 15 ml,tempra drops rasa jeruk 15 ml,tempra drops rasa strawberry 15 ml"
Obat untuk obat ini dapat digunakan untuk meredakan demam,"tempra forte sirup rasa anggur 60 ml,tempra forte sirup rasa bubblegum 60 ml,tempra sirup rasa anggur 30 ml"
Obat untuk rasa sakit dan nyeri ringan,"tempra forte sirup rasa anggur 60 ml,tempra forte sirup rasa bubblegum 60 ml,tempra sirup rasa anggur 30 ml"
Obat untuk demam setelah imunisasi.,"tempra forte sirup rasa anggur 60 ml,tempra forte sirup rasa bubblegum 60 ml,tempra sirup rasa anggur 30 ml"
Obat untuk sakit kepala.,"bye bye fever dewasa 1 lembar,hufagrip tmp sirup 60 ml"
Obat untuk obat ini dapat digunakan untuk meredakan rasa sakit seperti sakit kepala,"panadol anak-anak 1-6 sirup 30 ml,panadol anak-anak 1-6 sirup 60 ml,panadol anak-anak 120 mg 10 tablet kunyah"
Obat untuk sakit gigi dan menurunkan demam yang menyertai flu dan demam sesudah imunisasi atau vaksinasi.,"panadol anak-anak 1-6 sirup 30 ml,panadol anak-anak 1-6 sirup 60 ml,panadol anak-anak 120 mg 10 tablet kunyah"
Obat untuk meredakan nyeri seperti pada sakit kepala dan sakit gigi.,"praxion forte suspensi 60 ml,praxion suspensi 60 ml"
Obat untuk menurunkan demam yang menyertai flu dan demam setelah vaksinasi atau imunsasi. meringankan rasa sakit seperti sakit kepala dan sakit gigi,apetics drops 15 ml
Obat untuk untuk menurunkan demam dan meringankan rasa sakit pada keadaan sakit kepala dan sakit gigi.,naprex sirup 60 ml
Obat untuk meredakan demam,praxion drops 15 ml
Obat untuk meredakan rasa sakit seperti pada sakit kepala dan sakit gigi,praxion drops 15 ml
Obat untuk termasuk dmam yang menyertai flu dan deman setalah vaksinasi atau imunisasi . meringankan rasa sakit seperti sakit kepala dan sakit gigi.,"apetic forte suspensi 60 ml,apetic suspensi 60 ml"
Obat untuk menurunkan demam dan meringankan rasa nyeri pada anak-anak,bodrexin 80 mg 16 tablet kunyah
Obat untuk bodrexin demam forte sudah dikenal dan dipercaya dari generasi ke generasi untuk menurunkan panas demam antara lain yang menyertai flu,bodrexin demam forte sirup rasa jeruk 60 ml
Obat untuk serta mengurangi rasa sakit seperti sakit kepala,bodrexin demam forte sirup rasa jeruk 60 ml
Obat untuk sakit gigi dan sakit pada otot untuk anak 6 tahun ke atas.,bodrexin demam forte sirup rasa jeruk 60 ml
Obat untuk menurunkan panas (demam),hufagrip tmp sirup 60 ml
Obat untuk meringankan nyeri ringan sampai sedang,hufagrip tmp sirup 60 ml
Obat untuk antara lain : sakit gigi,hufagrip tmp sirup 60 ml
Obat untuk menurunkan demam dan mengurangi nyeri ringan sampai sedang dan nyeri pada sakit kepala,prosic sirup 60 ml
Obat untuk sakit tenggorokan,"betadine mouthwash and gargle 100 ml,betadine mouthwash and gargle 190 ml,degirol hisap 0.25 mg 20 tablet,prosic sirup 60 ml,tantum lozenges 12 tablet,tantum verde oral rinse 120 ml"
Obat untuk sakit gigi dan setelah operasi.,prosic sirup 60 ml
Obat untuk termasuk demam pasca imunisasi,bodrexin demam sirup rasa jeruk 60 ml
Obat untuk menurunkan demam yang menyertai flu & paska vaksinasi.,"erlamol drops 15 ml,erlamol sirup 60 ml"
Obat untuk nyeri & demam. sakit kepala,fasidol drop 15 ml
Obat untuk artritis & nyeri reumatik.,fasidol drop 15 ml
Obat untuk mengurangi rasa sakit pada sakit kepala,fasidol forte syrup 60 ml
Obat untuk dan nyeri setelah operasi,fasidol forte syrup 60 ml
Obat untuk menurunkan panas pada influenza dan setelah vaksinasi.,fasidol forte syrup 60 ml
Obat untuk menurunkan demam dan mengurangi rasa sakit/nyeri,naprex drops 15 ml
Obat untuk meredakan sakit kepalan dan sakit gigi,nipe fever drops 15 ml
Obat untuk pereda nyeri dan penurun demam,pamol drop 15 ml
Obat untuk menurunkan demam pada anak-anak,termofen sirup 60 ml
Obat untuk membantu menurunkan demam dan mengurangi rasa sakit,turpan drop 15 ml
Obat untuk misalnya pada sakit kepala,turpan drop 15 ml
Obat untuk dan nyeri setelah pencabutan gigi atau pada saat pertumbuhan gigi.,turpan drop 15 ml
Obat untuk meringankan rasa sakit pada keadaan sakit kepala dan sakit gigi.,"turpas forte sirup 60 ml,turpas sirup 60 ml"
Obat untuk meredakan demam & nyeri seperti pada nyeri sendi,xepamol drops 15 ml
Obat untuk reumatik,xepamol drops 15 ml
Obat untuk flu atau infeksi lainnya,xepamol drops 15 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan tukak duodenum dan tukak lambung ringan,"lancid 30 mg 10 kapsul,lansoprazole 30 mg 10 kapsul,lapraz 30 mg 10 kapsul,lasgan 30 mg 10 kapsul,prosogan fd 30 mg 14 tablet"
Obat untuk tukak peptik,"lancid 30 mg 10 kapsul,lansoprazole 30 mg 10 kapsul,lapraz 30 mg 10 kapsul,lasgan 30 mg 10 kapsul,prosogan fd 30 mg 14 tablet"
Obat untuk refluks esofagitis,"caprazol 30 mg 10 kapsul,erphalanz 30 mg 10 kapsul,ladenum kapsul 30mg,lagas 30 mg 10 kapsul,lancid 30 mg 10 kapsul,lansoprazole 30 mg 10 kapsul,lapraz 30 mg 10 kapsul,lasgan 30 mg 10 kapsul,lokev 20 mg 10 kapsul,omeprazole 20 mg 10 kapsul,omz 20 mg 6 kapsul,ozid 20 mg 14 kapsul,pepzol tablet 40 mg,prosogan fd 30 mg 14 tablet,protop 20 mg 14 kapsul,pumpitor 20 mg 10 kapsul,pysolan 30 mg 10 kapsul,ranitidine 150 mg 10 tablet,ranivel 75mg/5 ml sirup 60 ml,rantin 150 mg 10 tablet,rindopump 20 mg 10 kapsul,sopralan 30 mg 6 kapsul,tamezol 20 mg 10 kapsul,zeprazol 20 mg 10 kapsul"
Obat untuk sindrom zollinger-ellison dan eradikasi h.pylori.,"lancid 30 mg 10 kapsul,lansoprazole 30 mg 10 kapsul,lapraz 30 mg 10 kapsul,lasgan 30 mg 10 kapsul,prosogan fd 30 mg 14 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan jangka pendek untuk tukak lambung dan tukak duodenum,"lokev 20 mg 10 kapsul,omeprazole 20 mg 10 kapsul,omz 20 mg 6 kapsul,pumpitor 20 mg 10 kapsul"
Obat untuk tukak lambung dan duodenum yang terkait dengan ains,"lokev 20 mg 10 kapsul,omeprazole 20 mg 10 kapsul,omz 20 mg 6 kapsul,pumpitor 20 mg 10 kapsul"
Obat untuk lesi lambung dan duodenum,"lokev 20 mg 10 kapsul,omeprazole 20 mg 10 kapsul,omz 20 mg 6 kapsul,pumpitor 20 mg 10 kapsul"
Obat untuk regimen eradikasi h. pylori pada tukak peptik,"lokev 20 mg 10 kapsul,omeprazole 20 mg 10 kapsul,omz 20 mg 6 kapsul,pumpitor 20 mg 10 kapsul"
Obat untuk sindrom zollinger ellison.,"lokev 20 mg 10 kapsul,omeprazole 20 mg 10 kapsul,omz 20 mg 6 kapsul,pumpitor 20 mg 10 kapsul"
Obat untuk informasi obat ini hanya untuk kalangan medis. tukak usus,inpepsa suspensi 100 ml
Obat untuk tukak lambung,"biogastron 10 tablet,bufantacid 10 tablet,compraz 30 mg 10 kapsul,digest 30 mg 10 kapsul,erpepsa sirup 100 ml,gastrinal hd suspensi 120 ml,gastrolan 30 mg 10 kapsul,gastrucid sirup 60 ml,hufamag plus 10 tablet,hufamag plus sirup,inhipraz 30 mg 10 kapsul,inpepsa suspensi 100 ml,inpepsa suspensi 200 ml,lanpracid 30 mg 10 kapsul,lanvell 30 mg 10 kapsul,laproton kapsul 30 mg,laz 30 mg 4 kapsul,magasida chewable 10 tablet,magasida suspensi 60 ml,magtral sirup 120 ml,mylanta 10 tablet,mylanta sirup 150 ml,mylanta sirup 50 ml,neciblok suspensi 100 ml,neciblok suspensi 200 ml,novamag 10 tablet,omed 20 mg 10 kapsul,ozid 20 mg 14 kapsul,pariet 10 mg 14 tablet,pariet 20 mg 14 tablet,pimag 7 ml 6 sachet,plantacid forte 10 tablet,plantacid forte suspensi 100 ml,plantacid sirup 100 ml,polysilane suspensi 100 ml,polysilane suspensi 180 ml,prazotec 30 mg 10 kapsul,profat 500 mg/5 ml suspensi 200 ml,promag 10 tablet,promag suspensi 60 ml,promag suspensi 7 ml 6 sachet,prosogan fd 15 mg 14 tablet,protop 20 mg 14 kapsul,rebamax 100 mg 10 tablet,rebamid 10 tablet,rindopump 20 mg 10 kapsul,tamezol 20 mg 10 kapsul,taxilan suspensi 180 ml,trianta 10 tablet,ulsafate suspensi 100 ml"
Obat untuk gastritis kronis,"erpepsa sirup 100 ml,inpepsa suspensi 100 ml,inpepsa suspensi 200 ml,profat 500 mg/5 ml suspensi 200 ml"
Obat untuk informasi obat ini hanya untuk kalangan medis. tukak lambung dan usus,"lipepsa suspensi 500 mg/5 ml 100 ml,propepsa suspensi 100 ml,propepsa suspensi 200 ml,sucralfate 500 mg 10 tablet,sucralfate suspensi 500 mg/5 ml 100 ml,sucralfate suspensi 500 mg/5 ml 200 ml"
Obat untuk gastritis kronik dan profilaksis perdarahan gastrointestinal,"propepsa suspensi 100 ml,propepsa suspensi 200 ml,sucralfate 500 mg 10 tablet,sucralfate suspensi 500 mg/5 ml 100 ml,sucralfate suspensi 500 mg/5 ml 200 ml"
Obat untuk informasi obat ini hanya untuk kalangan medis. tukak lambung dan tukak duodenum,"ranitidine 150 mg 10 tablet,ranivel 75mg/5 ml sirup 60 ml,rantin 150 mg 10 tablet"
Obat untuk dispepsia episodik kronis,"ranitidine 150 mg 10 tablet,ranivel 75mg/5 ml sirup 60 ml,rantin 150 mg 10 tablet"
Obat untuk tukak akibat ains,"ranitidine 150 mg 10 tablet,ranivel 75mg/5 ml sirup 60 ml,rantin 150 mg 10 tablet"
Obat untuk tukak duodenum karena h.pylori,"ranitidine 150 mg 10 tablet,ranivel 75mg/5 ml sirup 60 ml,rantin 150 mg 10 tablet"
Obat untuk sindrom zollinger-ellison,"ezol 20 mg 7 tablet,lanacer 20 mg 10 kapsul,laproton kapsul 30 mg,ozid 20 mg 14 kapsul,pepzol tablet 40 mg,protop 20 mg 14 kapsul,ranitidine 150 mg 10 tablet,ranivel 75mg/5 ml sirup 60 ml,rantin 150 mg 10 tablet,zeprazol 20 mg 10 kapsul"
Obat untuk kondisi lain dimana pengurangan asam lambung,"ranitidine 150 mg 10 tablet,ranivel 75mg/5 ml sirup 60 ml,rantin 150 mg 10 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. sakit maag,"erpepsa sirup 100 ml,inpepsa suspensi 200 ml,mucosta 100 mg 10 tablet,neciblok suspensi 100 ml,pariet 20 mg 14 tablet,profat 500 mg/5 ml suspensi 200 ml"
Obat untuk tukak usus halus,"erpepsa sirup 100 ml,inpepsa suspensi 200 ml,lanvell 30 mg 10 kapsul,neciblok suspensi 100 ml,neciblok suspensi 200 ml,pariet 10 mg 14 tablet,pariet 20 mg 14 tablet,profat 500 mg/5 ml suspensi 200 ml"
Obat untuk obat ini digunakan untuk mengurangi gejala yang berhubungan dengan kelebihan asam lambung,polysilane suspensi 100 ml
Obat untuk gastritis,"acitral 10 tablet,acitral 4 tablet,acitral sirup 120 ml,antasida doen 10 tablet,biogastron 10 tablet,carsida 10 tablet,clast 0.5 mg 10 tablet,farmacrol forte 10 tablet,farmacrol forte suspensi 100 ml,farmacrol forte suspensi 200 ml,gastrinal hd suspensi 120 ml,gastrucid 10 tablet,gastrucid sirup 60 ml,hufamag plus 10 tablet,hufamag plus sirup,magalat sirup 100 ml,magtral sirup 120 ml,mylanta 10 tablet,mylanta sirup 150 ml,mylanta sirup 50 ml,novamag 10 tablet,pimag 7 ml 6 sachet,polysilane 8 tablet,polysilane suspensi 100 ml,polysilane suspensi 180 ml,promag 10 tablet,promag suspensi 60 ml,promag suspensi 7 ml 6 sachet,rebamax 100 mg 10 tablet,rebamid 10 tablet,taxilan suspensi 180 ml,trianta 10 tablet,ulsafate suspensi 100 ml"
Obat untuk tukak usus 12 jari,"biogastron 10 tablet,mylanta sirup 150 ml,mylanta sirup 50 ml,polysilane suspensi 100 ml,taxilan suspensi 180 ml,ulsafate suspensi 100 ml"
Obat untuk dengan gejala-gejala seperti mual,"biogastron 10 tablet,gastrucid sirup 60 ml,mylanta sirup 150 ml,mylanta sirup 50 ml,polysilane suspensi 100 ml"
Obat untuk nyeri lambung,"biogastron 10 tablet,gastrinal hd suspensi 120 ml,gastrucid sirup 60 ml,hufamag plus 10 tablet,hufamag plus sirup,magasida chewable 10 tablet,magasida suspensi 60 ml,mylanta sirup 150 ml,mylanta sirup 50 ml,neosanmag fast 2 tablet,pimag 7 ml 6 sachet,polysilane max blueberry 4 tablet kunyah,polysilane max peppermint 4 tablet kunyah,polysilane suspensi 100 ml,polysilane suspensi 180 ml,promag 10 tablet,promag suspensi 60 ml,promag suspensi 7 ml 6 sachet,trianta 10 tablet"
Obat untuk nyeri ulu hati,"gastrinal hd suspensi 120 ml,gastrucid sirup 60 ml,hufamag plus 10 tablet,hufamag plus sirup,magasida chewable 10 tablet,magasida suspensi 60 ml,pimag 7 ml 6 sachet,polysilane suspensi 100 ml,polysilane suspensi 180 ml,promag 10 tablet,promag suspensi 60 ml,promag suspensi 7 ml 6 sachet,trianta 10 tablet"
Obat untuk kembung dan perasaan penuh pada lambung.,"polysilane suspensi 100 ml,promag 10 tablet"
Obat untuk sakit maag,"acitral 10 tablet,acitral 4 tablet,acitral sirup 120 ml,becantex 100 mg 10 tablet,dexanta 10 tablet,dexanta sirup 100 ml,farmacrol forte 10 tablet,farmacrol forte suspensi 100 ml,farmacrol forte suspensi 200 ml,gastridin 150 mg 10 tablet,gastrucid 10 tablet,hufadine 150 mg 10 tablet,lagesil sirup 170 ml,lanvell 30 mg 10 kapsul,magtral - mint 10 tablet,neciblok suspensi 200 ml,polycrol forte 10 tablet,polysilane 8 tablet,sanmetidin 200 mg 10 tablet,strocain p 400 mg 10 tablet"
Obat untuk rasa panas atau terbakar pada uluhati atau kerongkongan,polysilane 8 tablet
Obat untuk pirosis,"gastrucid 10 tablet,polysilane 8 tablet"
Obat untuk perut kembung.,polysilane 8 tablet
Obat untuk meredakan kembung dan rasa tidak nyaman diperut karena gas yang berlebihan.,"disflatyl 40 mg 10 tablet,nogaze 40 mg 10 tablet kunyah"
Obat untuk informasi obat ini hanya untuk kalangan medis. mengobati gastroesophageal reflux disease (gerd) dengan esofagitis (peradangan pada lapisan kerongkongan) atau simptom refluks yang berat dan pasien tukak lambung (ulkus peptik) yang disebabkan h.pylori dalam terapi kombinasi dan diakibatkan konsumsi oains.,"esoferr 20 mg 10 kapsul,esoferr 40 mg 10 kapsul,esomeprazole 20 mg 10 tablet,esomeprazole 40 mg 10 tablet,nexium mups 20 mg 10 tablet,nexium mups 40 mg 7 tablet,s-omevell 40 mg 10 tablet"
Obat untuk untuk mengatasi gejala-gejala yang berhubungan dengan kelebihan asam lambung,plantacid forte 10 tablet
Obat untuk tukak usus 12 jari dengan gejala-gejala seperti mual dan kembung.,plantacid forte 10 tablet
Obat untuk meringankan gejala-gejala yang berhubungan dengan kelebihan asam lambung,promag 10 tablet
Obat untuk tukak usus 12 jari dengan gejala seperti mual,"mylanta 10 tablet,promag 10 tablet"
Obat untuk obat ini digunakan untuk pengobatan hiperasiditas lambung atau saluran cerna,sanmag suspensi 120 ml
Obat untuk seperti mual,sanmag suspensi 120 ml
Obat untuk nyeri lambung & ulu hati,sanmag suspensi 120 ml
Obat untuk rasa penuh di lambung,sanmag suspensi 120 ml
Obat untuk obat sakit maag untuk mengurangi nyeri lambung yang disebabkan oleh kelebihan asam lambung,antasida doen 10 tablet
Obat untuk ulkus gastritis dan ulkus duodenal dengan gejala seperti mual dan perih.,antasida doen 10 tablet
Obat untuk obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung,"biogastron 10 tablet,mylanta sirup 150 ml,mylanta sirup 50 ml"
Obat untuk nyeri ulu hati.,"biogastron 10 tablet,mylanta sirup 150 ml,mylanta sirup 50 ml"
Obat untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung,"magasida chewable 10 tablet,magasida suspensi 60 ml,magtral sirup 120 ml,novamag 10 tablet,plantacid forte suspensi 100 ml"
Obat untuk tukak usus 12 jari dengan gejala seperti mual dan kembung.,plantacid forte suspensi 100 ml
Obat untuk gastric ulcer/tukak lambung : terapi kombinasi dengan penghambat pompa proton/antikolinergik/antagonis h2,mucosta 100 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. ulkus gaster dalam kombinasi dengan penghambat pompa proton,rebamipide 100 mg 10 tablet
Obat untuk antikolinergik atau antagonis h2,rebamipide 100 mg 10 tablet
Obat untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan,mylanta 10 tablet
Obat untuk nyeri lambung dan nyeri ulu hati.,mylanta 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. simtomatik gerd atau gangguan refluks non erosive pengobatan jangka panjang refluks esofagitis sedang dan berat,pantoprazole 40 mg 10 tablet
Obat untuk reflux esofagitis erosif/ulseratif,"pariet 10 mg 14 tablet,pariet 20 mg 14 tablet"
Obat untuk eradikasi h. pylori,pariet 20 mg 14 tablet
Obat untuk untuk mengurangi gejala yang berhubungan dengan kelebihan asam lambung,"pimag 7 ml 6 sachet,promag suspensi 60 ml,promag suspensi 7 ml 6 sachet"
Obat untuk dan tukak usus 12 jari dengan gejala mual,"pimag 7 ml 6 sachet,promag suspensi 60 ml,promag suspensi 7 ml 6 sachet"
Obat untuk dan rasa penuh pada lambung,"promag suspensi 60 ml,promag suspensi 7 ml 6 sachet"
Obat untuk hiperasiditas,"dexanta 10 tablet,dexanta sirup 100 ml,farmacrol forte 10 tablet,farmacrol forte suspensi 100 ml,farmacrol forte suspensi 200 ml,magtral - mint 10 tablet,polycrol forte 10 tablet,strocain p 400 mg 10 tablet"
Obat untuk tukak/ulkus lambung-usus halus,"farmacrol forte 10 tablet,farmacrol forte suspensi 100 ml,farmacrol forte suspensi 200 ml"
